Category,Arizona
Total_doses_administered,10735887
Total_people_complete,4208991
total_pouluation,7189020
Total_people_one_dose,4949206
Male-65 years and older,591677
Male-55-64 years,343612
Male-45-54 years,311695
Male-20-44 years,785657
Male-Less than 20 years,313958
Female-65 years and older,717764
Female-55-64 years,390215
Female-45-54 years,335457
Female-20-44 years,820760
Female-Less than 20 years,318530
"Black or African American, non-Hispanic",152290
"Asian or Pacific Islander, non-Hispanic",190314
"American Indian or Alaska Native, non-Hispanic",221760
Unknown,445202
Other Race,691522
Hispanic or Latino,965225
"White, non-Hispanic",2282893
