Category,Arizona
Total_doses_administered,7529503
Total_people_complete,3627329
Total_doses_ordered,5348107
total_pouluation,7189020
Total_people_one_dose,4104536
Male-65 years and older,528733
Male-55-64 years,305918
Male-45-54 years,269918
Male-20-44 years,647103
Male-Less than 20 years,173053
Female-65 years and older,651395
Female-55-64 years,351522
Female-45-54 years,294610
Female-20-44 years,681352
Female-Less than 20 years,181316
"Black or African American, non-Hispanic",113817
"American Indian or Alaska Native, non-Hispanic",122624
"Asian or Pacific Islander, non-Hispanic",152568
Unknown,439774
Other Race,688630
Hispanic or Latino,705583
"White, non-Hispanic",1881540
