Category,Pinal
Total_doses_administered,331286
Total_people_one_dose,189031
Total_people_complete,167966
Total_doses_ordered,200332
total_pouluation,455210
Male-65 years and older,30416
Male-55-64 years,14256
Male-45-54 years,13458
Male-20-44 years,32155
Male-Less than 20 years,6386
Female-65 years and older,34884
Female-55-64 years,15124
Female-45-54 years,12023
Female-20-44 years,23405
Female-Less than 20 years,6329
"Asian or Pacific Islander, non-Hispanic",3393
"Black or African American, non-Hispanic",5505
"American Indian or Alaska Native, non-Hispanic",9107
Other Race,20349
Hispanic or Latino,30342
Unknown,37930
"White, non-Hispanic",82405
