Category,Santa Cruz
Total_doses_administered,72917
Total_people_one_dose,40589
Total_people_complete,36497
Total_doses_ordered,49512
total_pouluation,53161
Male-65 years and older,3654
Male-55-64 years,2677
Male-45-54 years,3130
Male-20-44 years,8024
Male-Less than 20 years,2744
Female-65 years and older,4429
Female-55-64 years,2710
Female-45-54 years,2973
Female-20-44 years,7419
Female-Less than 20 years,2759
"American Indian or Alaska Native, non-Hispanic",18
"Black or African American, non-Hispanic",36
"Asian or Pacific Islander, non-Hispanic",99
Other Race,2068
Unknown,2373
"White, non-Hispanic",4912
Hispanic or Latino,31083
