Category,Yavapai
Total_doses_administered,196622
Total_people_one_dose,112308
Total_people_complete,94417
Total_doses_ordered,173670
total_pouluation,232386
Male-65 years and older,24381
Male-55-64 years,8745
Male-45-54 years,5152
Male-20-44 years,10170
Male-Less than 20 years,2208
Female-65 years and older,30412
Female-55-64 years,11166
Female-45-54 years,5998
Female-20-44 years,10304
Female-Less than 20 years,2458
"Black or African American, non-Hispanic",624
"American Indian or Alaska Native, non-Hispanic",1148
"Asian or Pacific Islander, non-Hispanic",1473
Hispanic or Latino,7240
Other Race,17273
Unknown,27642
"White, non-Hispanic",56908
