Category,Cochise
Total_doses_administered,125280
Total_people_one_dose,70111
Total_people_complete,61801
Total_doses_ordered,93280
total_pouluation,130808
Male-65 years and older,10890
Male-55-64 years,5281
Male-45-54 years,3897
Male-20-44 years,10199
Male-Less than 20 years,2896
Female-65 years and older,12901
Female-55-64 years,6372
Female-45-54 years,4449
Female-20-44 years,10184
Female-Less than 20 years,2950
"American Indian or Alaska Native, non-Hispanic",336
"Asian or Pacific Islander, non-Hispanic",1332
"Black or African American, non-Hispanic",1335
Unknown,9398
Other Race,10652
Hispanic or Latino,17093
"White, non-Hispanic",29965
