Category,Maricopa
Total_doses_administered,3234417
Total_people_one_dose,1835891
Total_people_complete,1595257
Total_doses_ordered,1670401
total_pouluation,4367835
Male-65 years and older,187014
Male-55-64 years,131986
Male-45-54 years,132982
Male-20-44 years,313729
Male-Less than 20 years,88156
Female-65 years and older,241725
Female-55-64 years,151795
Female-45-54 years,146784
Female-20-44 years,339331
Female-Less than 20 years,90519
"American Indian or Alaska Native, non-Hispanic",39349
"Black or African American, non-Hispanic",71832
"Asian or Pacific Islander, non-Hispanic",84058
Unknown,179896
Other Race,281263
Hispanic or Latino,341223
"White, non-Hispanic",838270
