Category,Mohave
Total_doses_administered,151063
Total_people_one_dose,86839
Total_people_complete,71794
Total_doses_ordered,126080
total_pouluation,216985
Male-65 years and older,21241
Male-55-64 years,8217
Male-45-54 years,4131
Male-20-44 years,6812
Male-Less than 20 years,1079
Female-65 years and older,23660
Female-55-64 years,9613
Female-45-54 years,4394
Female-20-44 years,6300
Female-Less than 20 years,1238
"Black or African American, non-Hispanic",591
"American Indian or Alaska Native, non-Hispanic",867
"Asian or Pacific Islander, non-Hispanic",1249
Hispanic or Latino,5939
Unknown,14761
Other Race,15613
"White, non-Hispanic",47819
