Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,6953898,31228,147521,117439,20684,8406,50999,17404,2908586,151063,63131,303106,916972,67649,185656,204201
Total_people_complete,3375303,11468,72817,58086,10249,4214,25161,8553,1434247,71794,30796,152973,457975,34189,89300,98270
Total_doses_ordered,5244710,16600,96258,89070,18830,9770,36570,18600,1557479,126080,40790,196653,615768,49212,166400,140858
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,3828436,17465,80927,66124,11491,4773,28445,9567,1661901,86839,35782,173210,516357,37736,106310,115406
Male-65 years and older,511323,1896,7611,10593,1630,548,5816,3114,177407,21241,6247,29596,72157,3571,23674,15766
Male-55-64 years,292174,1252,5931,5115,972,594,2598,685,123386,8217,2874,13464,36074,2602,8346,8655
Male-45-54 years,251125,954,5322,3684,844,486,1580,313,120681,4131,1981,12276,30792,2980,4750,7516
Male-20-44 years,585950,2248,15997,9408,1961,1008,3039,506,274883,6812,4032,27484,74550,7378,9179,21336
Male-Less than 20 years,146434,2304,2913,2423,288,48,666,131,71462,1079,2610,4974,18922,2241,1833,4233
Female-65 years and older,630925,2006,8712,12538,2049,525,6179,3016,230411,23660,6726,33951,95124,4320,29549,17842
Female-55-64 years,337545,1383,6659,6135,1111,411,2885,842,142846,9613,3164,14418,44766,2643,10715,9134
Female-45-54 years,276669,942,5500,4250,756,365,1683,347,134715,4394,2029,11052,36611,2837,5547,7777
Female-20-44 years,621227,2075,18526,9379,1515,740,3161,456,299854,6300,3376,20330,86207,6793,9357,18244
Female-Less than 20 years,155707,2395,3679,2508,354,45,778,137,74501,1238,2710,5073,20221,2303,2050,4566
"Black or African American, non-Hispanic",103122,261,576,1228,68,45,93,27,63403,591,205,4842,9899,32,527,640
"American Indian or Alaska Native, non-Hispanic",107572,10134,16800,314,966,84,5614,183,35416,867,9760,8349,10706,16,1053,1497
"Asian or Pacific Islander, non-Hispanic",146133,161,1198,1279,61,48,256,70,79110,1249,371,3154,13108,95,1382,701
Unknown,414116,979,16782,8788,3701,384,5325,2620,163135,14761,1930,35085,83386,2311,26943,32971
Hispanic or Latino,626966,1670,5555,15842,1882,2105,1253,982,294347,5939,2071,26903,119670,28561,6425,48319
Other Race,649787,1180,9386,10108,893,130,4738,1089,255512,15613,7722,18464,65096,1999,16316,10288
"White, non-Hispanic",1780740,3080,30630,28565,3920,1977,11166,4596,770978,47819,13723,76413,214492,4722,53664,20990
