Category,Yavapai
Total_doses_administered,185656
Total_people_one_dose,106310
Total_people_complete,89300
Total_doses_ordered,166400
total_pouluation,232386
Male-65 years and older,23674
Male-55-64 years,8346
Male-45-54 years,4750
Male-20-44 years,9179
Male-Less than 20 years,1833
Female-65 years and older,29549
Female-55-64 years,10715
Female-45-54 years,5547
Female-20-44 years,9357
Female-Less than 20 years,2050
"Black or African American, non-Hispanic",527
"American Indian or Alaska Native, non-Hispanic",1053
"Asian or Pacific Islander, non-Hispanic",1382
Hispanic or Latino,6425
Other Race,16316
Unknown,26943
"White, non-Hispanic",53664
