Category,Arizona
Total_doses_administered,6953898
Total_people_complete,3375303
Total_doses_ordered,5244710
total_pouluation,7189020
Total_people_one_dose,3828436
Male-65 years and older,511323
Male-55-64 years,292174
Male-45-54 years,251125
Male-20-44 years,585950
Male-Less than 20 years,146434
Female-65 years and older,630925
Female-55-64 years,337545
Female-45-54 years,276669
Female-20-44 years,621227
Female-Less than 20 years,155707
"Black or African American, non-Hispanic",103122
"American Indian or Alaska Native, non-Hispanic",107572
"Asian or Pacific Islander, non-Hispanic",146133
Unknown,414116
Hispanic or Latino,626966
Other Race,649787
"White, non-Hispanic",1780740
