Category,Cochise
Total_doses_administered,117439
Total_people_one_dose,66124
Total_people_complete,58086
Total_doses_ordered,89070
total_pouluation,130808
Male-65 years and older,10593
Male-55-64 years,5115
Male-45-54 years,3684
Male-20-44 years,9408
Male-Less than 20 years,2423
Female-65 years and older,12538
Female-55-64 years,6135
Female-45-54 years,4250
Female-20-44 years,9379
Female-Less than 20 years,2508
"American Indian or Alaska Native, non-Hispanic",314
"Black or African American, non-Hispanic",1228
"Asian or Pacific Islander, non-Hispanic",1279
Unknown,8788
Other Race,10108
Hispanic or Latino,15842
"White, non-Hispanic",28565
