Category,Navajo
Total_doses_administered,63131
Total_people_one_dose,35782
Total_people_complete,30796
Total_doses_ordered,40790
total_pouluation,112825
Male-65 years and older,6247
Male-55-64 years,2874
Male-45-54 years,1981
Male-20-44 years,4032
Male-Less than 20 years,2610
Female-65 years and older,6726
Female-55-64 years,3164
Female-45-54 years,2029
Female-20-44 years,3376
Female-Less than 20 years,2710
"Black or African American, non-Hispanic",205
"Asian or Pacific Islander, non-Hispanic",371
Unknown,1930
Hispanic or Latino,2071
Other Race,7722
"American Indian or Alaska Native, non-Hispanic",9760
"White, non-Hispanic",13723
