Category,Coconino
Total_doses_administered,147521
Total_people_one_dose,80927
Total_people_complete,72817
Total_doses_ordered,96258
total_pouluation,147275
Male-65 years and older,7611
Male-55-64 years,5931
Male-45-54 years,5322
Male-20-44 years,15997
Male-Less than 20 years,2913
Female-65 years and older,8712
Female-55-64 years,6659
Female-45-54 years,5500
Female-20-44 years,18526
Female-Less than 20 years,3679
"Black or African American, non-Hispanic",576
"Asian or Pacific Islander, non-Hispanic",1198
Hispanic or Latino,5555
Other Race,9386
Unknown,16782
"American Indian or Alaska Native, non-Hispanic",16800
"White, non-Hispanic",30630
