Category,Yuma
Total_doses_administered,204201
Total_people_one_dose,115406
Total_people_complete,98270
Total_doses_ordered,140858
total_pouluation,229957
Male-65 years and older,15766
Male-55-64 years,8655
Male-45-54 years,7516
Male-20-44 years,21336
Male-Less than 20 years,4233
Female-65 years and older,17842
Female-55-64 years,9134
Female-45-54 years,7777
Female-20-44 years,18244
Female-Less than 20 years,4566
"Black or African American, non-Hispanic",640
"Asian or Pacific Islander, non-Hispanic",701
"American Indian or Alaska Native, non-Hispanic",1497
Other Race,10288
"White, non-Hispanic",20990
Unknown,32971
Hispanic or Latino,48319
