Category,Mohave
Total_doses_administered,127094
Total_people_one_dose,73831
Total_people_complete,58445
Total_doses_ordered,121050
total_pouluation,216985
Male-65 years and older,19395
Male-55-64 years,6923
Male-45-54 years,3233
Male-20-44 years,5052
Male-Less than 20 years,410
Female-65 years and older,21743
Female-55-64 years,8302
Female-45-54 years,3493
Female-20-44 years,4702
Female-Less than 20 years,466
"Black or African American, non-Hispanic",0.0056886673619482
"American Indian or Alaska Native, non-Hispanic",0.0062710785442429
"Asian or Pacific Islander, non-Hispanic",0.0130568460402812
Hispanic or Latino,0.0559791957307906
Other Race,0.1630480421503163
Unknown,0.2319080061220897
"White, non-Hispanic",0.5240481640503312
