Category,Arizona
Total_doses_administered,7069519
Total_people_complete,3419555
Total_doses_ordered,5255270
total_pouluation,7189020
Total_people_one_dose,3895043
Male-65 years and older,514679
Male-55-64 years,295761
Male-45-54 years,255840
Male-20-44 years,600628
Male-Less than 20 years,153458
Female-65 years and older,635116
Female-55-64 years,340902
Female-45-54 years,281254
Female-20-44 years,635714
Female-Less than 20 years,162282
"Black or African American, non-Hispanic",105341
"American Indian or Alaska Native, non-Hispanic",114526
"Asian or Pacific Islander, non-Hispanic",147518
Unknown,422519
Hispanic or Latino,646966
Other Race,657265
"White, non-Hispanic",1800908
