Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7069519,31892,148971,118895,21028,8449,51635,17567,2969581,153180,74482,307981,929471,68708,187514,209176
Total_people_complete,3419555,11681,73455,58697,10388,4230,25434,8626,1459188,72650,35872,155097,463408,34548,90069,100743
Total_doses_ordered,5255270,16600,97568,89070,19250,9770,36710,18600,1587440,126950,40790,196918,615438,49212,166680,141758
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,3895043,17932,81959,67041,11721,4808,28862,9675,1701084,88236,41888,176487,524023,38516,107614,119064
Male-65 years and older,514679,1912,7666,10665,1640,551,5853,3125,178916,21429,6777,29770,72486,3588,23816,15873
Male-55-64 years,295761,1268,5974,5153,979,598,2625,693,125388,8344,3506,13632,36404,2611,8420,8812
Male-45-54 years,255840,979,5396,3726,855,485,1605,318,123484,4240,2467,12540,31281,3007,4857,7733
Male-20-44 years,600628,2334,16230,9570,1994,1026,3107,524,283850,6985,5212,28274,76246,7531,9400,22251
Male-Less than 20 years,153458,2416,3086,2534,336,50,715,143,75808,1171,2774,5308,19883,2425,1902,4689
Female-65 years and older,635116,2018,8765,12611,2065,526,6210,3030,232266,23878,7456,34126,95580,4337,29761,17952
Female-55-64 years,340902,1392,6704,6185,1120,412,2903,849,144738,9731,3754,14567,45090,2662,10785,9263
Female-45-54 years,281254,968,5537,4303,769,366,1711,351,137559,4495,2497,11293,37057,2870,5656,7981
Female-20-44 years,635714,2132,18710,9580,1561,745,3229,461,308756,6492,4530,20992,87936,6949,9555,19156
Female-Less than 20 years,162282,2503,3811,2622,391,46,844,161,78544,1315,2881,5393,21125,2467,2152,4995
"Black or African American, non-Hispanic",105341,271,585,1245,70,46,94,30,65162,603,215,4983,10118,33,542,660
"American Indian or Alaska Native, non-Hispanic",114526,10437,17099,317,982,84,5740,200,36065,892,14868,8491,10911,16,1061,1552
"Asian or Pacific Islander, non-Hispanic",147518,162,1212,1289,61,48,257,73,80172,1267,401,3200,13272,98,1404,714
Unknown,422519,991,16904,8976,3773,387,5403,2637,168807,14986,2108,35645,83992,2338,27210,33353
Hispanic or Latino,646966,1749,5705,16217,1925,2120,1298,1007,305977,6143,2184,27718,122650,29256,6631,50937
Other Race,657265,1198,9474,10178,906,130,4798,1103,260434,15766,8080,18829,66108,2012,16459,10457
"White, non-Hispanic",1800908,3124,30980,28819,4004,1993,11272,4625,784467,48579,14032,77621,216972,4763,54307,21391
