Category,Yavapai
Total_doses_administered,187514
Total_people_one_dose,107614
Total_people_complete,90069
Total_doses_ordered,166680
total_pouluation,232386
Male-65 years and older,23816
Male-55-64 years,8420
Male-45-54 years,4857
Male-20-44 years,9400
Male-Less than 20 years,1902
Female-65 years and older,29761
Female-55-64 years,10785
Female-45-54 years,5656
Female-20-44 years,9555
Female-Less than 20 years,2152
"Black or African American, non-Hispanic",542
"American Indian or Alaska Native, non-Hispanic",1061
"Asian or Pacific Islander, non-Hispanic",1404
Hispanic or Latino,6631
Other Race,16459
Unknown,27210
"White, non-Hispanic",54307
