Category,Gila
Total_doses_administered,51635
Total_people_one_dose,28862
Total_people_complete,25434
Total_doses_ordered,36710
total_pouluation,55159
Male-65 years and older,5853
Male-55-64 years,2625
Male-45-54 years,1605
Male-20-44 years,3107
Male-Less than 20 years,715
Female-65 years and older,6210
Female-55-64 years,2903
Female-45-54 years,1711
Female-20-44 years,3229
Female-Less than 20 years,844
"Black or African American, non-Hispanic",94
"Asian or Pacific Islander, non-Hispanic",257
Hispanic or Latino,1298
Other Race,4798
Unknown,5403
"American Indian or Alaska Native, non-Hispanic",5740
"White, non-Hispanic",11272
