Category,Apache
Total_doses_administered,39292
Total_people_one_dose,21597
Total_people_complete,16744
total_pouluation,21597
Male-65 years and older,2292
Male-55-64 years,1580
Male-45-54 years,1202
Male-20-44 years,2815
Male-Less than 20 years,2709
Female-65 years and older,2687
Female-55-64 years,1687
Female-45-54 years,1206
Female-20-44 years,2630
Female-Less than 20 years,2781
"Black or African American, non-Hispanic",48
"Asian or Pacific Islander, non-Hispanic",110
Hispanic or Latino,493
Other Race,1235
Unknown,1511
"White, non-Hispanic",3261
"American Indian or Alaska Native, non-Hispanic",14939
