Category,Mohave
Total_doses_administered,159249
Total_people_one_dose,84466
Total_people_complete,72961
total_pouluation,84466
Male-65 years and older,19544
Male-55-64 years,7817
Male-45-54 years,4040
Male-20-44 years,6982
Male-Less than 20 years,1454
Female-65 years and older,21980
Female-55-64 years,9188
Female-45-54 years,4584
Female-20-44 years,7056
Female-Less than 20 years,1648
"Black or African American, non-Hispanic",523
"American Indian or Alaska Native, non-Hispanic",640
"Asian or Pacific Islander, non-Hispanic",1199
Hispanic or Latino,6497
Unknown,13321
Other Race,14979
"White, non-Hispanic",47307
