Category,Coconino
Total_doses_administered,135277
Total_people_one_dose,74048
Total_people_complete,66515
Total_doses_ordered,95710
total_pouluation,147275
Male-65 years and older,7221
Male-55-64 years,5563
Male-45-54 years,4868
Male-20-44 years,14516
Male-Less than 20 years,2122
Female-65 years and older,8317
Female-55-64 years,6299
Female-45-54 years,5155
Female-20-44 years,17019
Female-Less than 20 years,2896
"Black or African American, non-Hispanic",0.0066308340535869
"Asian or Pacific Islander, non-Hispanic",0.0144365816767502
Hispanic or Latino,0.0629051426101988
Other Race,0.1187878133102852
"American Indian or Alaska Native, non-Hispanic",0.1976960890233362
Unknown,0.2170213915298185
"White, non-Hispanic",0.3825221477960243
