Category,Santa Cruz
Total_doses_administered,60165
Total_people_one_dose,33110
Total_people_complete,29532
Total_doses_ordered,48042
total_pouluation,53161
Male-65 years and older,3484
Male-55-64 years,2451
Male-45-54 years,2764
Male-20-44 years,5993
Male-Less than 20 years,1775
Female-65 years and older,4212
Female-55-64 years,2508
Female-45-54 years,2648
Female-20-44 years,5419
Female-Less than 20 years,1788
"American Indian or Alaska Native, non-Hispanic",0.0004228329809725
"Black or African American, non-Hispanic",0.00072485653881
"Asian or Pacific Islander, non-Hispanic",0.0026578073089701
Other Race,0.0382663847780127
Unknown,0.0562669888251284
"White, non-Hispanic",0.1346421020839626
Hispanic or Latino,0.7670190274841437
