Category,Cochise
Total_doses_administered,105458
Total_people_one_dose,59408
Total_people_complete,51546
Total_doses_ordered,86280
total_pouluation,130808
Male-65 years and older,10212
Male-55-64 years,4850
Male-45-54 years,3323
Male-20-44 years,7833
Male-Less than 20 years,1577
Female-65 years and older,12111
Female-55-64 years,5850
Female-45-54 years,3945
Female-20-44 years,7971
Female-Less than 20 years,1649
"American Indian or Alaska Native, non-Hispanic",0.00489833019122
"Black or African American, non-Hispanic",0.0183981955292217
"Asian or Pacific Islander, non-Hispanic",0.0199973067600323
Unknown,0.1340223538917318
Other Race,0.1592714785887423
Hispanic or Latino,0.211604497710746
"White, non-Hispanic",0.451807837328306
