Category,Gila
Total_doses_administered,61162
Total_people_one_dose,27347
Total_people_complete,24004
total_pouluation,27347
Male-65 years and older,5994
Male-55-64 years,2266
Male-45-54 years,1297
Male-20-44 years,2597
Male-Less than 20 years,936
Female-65 years and older,6363
Female-55-64 years,2667
Female-45-54 years,1444
Female-20-44 years,2755
Female-Less than 20 years,973
"Black or African American, non-Hispanic",97
"Asian or Pacific Islander, non-Hispanic",226
Hispanic or Latino,1598
"American Indian or Alaska Native, non-Hispanic",2984
Other Race,4406
Unknown,4536
"White, non-Hispanic",13500
