Category,Santa Cruz
Total_doses_administered,131296
Total_people_one_dose,66602
Total_people_complete,50521
total_pouluation,66602
Male-65 years and older,4827
Male-55-64 years,3558
Male-45-54 years,3821
Male-20-44 years,10116
Male-Less than 20 years,9627
Female-65 years and older,5889
Female-55-64 years,4008
Female-45-54 years,4238
Female-20-44 years,10867
Female-Less than 20 years,9527
"American Indian or Alaska Native, non-Hispanic",55
"Black or African American, non-Hispanic",61
"Asian or Pacific Islander, non-Hispanic",188
Other Race,3682
Unknown,6838
"White, non-Hispanic",7681
Hispanic or Latino,48097
