Category,Yuma
Total_doses_administered,356410
Total_people_one_dose,173911
Total_people_complete,140157
total_pouluation,173911
Male-65 years and older,18129
Male-55-64 years,11304
Male-45-54 years,9850
Male-20-44 years,30819
Male-Less than 20 years,15177
Female-65 years and older,20704
Female-55-64 years,12111
Female-45-54 years,10783
Female-20-44 years,28748
Female-Less than 20 years,15582
"Black or African American, non-Hispanic",912
"American Indian or Alaska Native, non-Hispanic",1267
"Asian or Pacific Islander, non-Hispanic",1285
Other Race,21216
Unknown,30921
"White, non-Hispanic",37853
Hispanic or Latino,80457
