Category,Mohave
Total_doses_administered,203228
Total_people_one_dose,95042
Total_people_complete,80363
total_pouluation,95042
Male-65 years and older,21945
Male-55-64 years,8579
Male-45-54 years,4516
Male-20-44 years,8089
Male-Less than 20 years,2096
Female-65 years and older,23964
Female-55-64 years,9938
Female-45-54 years,5061
Female-20-44 years,8349
Female-Less than 20 years,2324
"Black or African American, non-Hispanic",676
"American Indian or Alaska Native, non-Hispanic",795
"Asian or Pacific Islander, non-Hispanic",1477
Hispanic or Latino,7935
Unknown,11737
Other Race,14874
"White, non-Hispanic",57548
