Category,Navajo
Total_doses_administered,120548
Total_people_one_dose,55485
Total_people_complete,47106
total_pouluation,55485
Male-65 years and older,7771
Male-55-64 years,3930
Male-45-54 years,3013
Male-20-44 years,6838
Male-Less than 20 years,5427
Female-65 years and older,8807
Female-55-64 years,4441
Female-45-54 years,3044
Female-20-44 years,6705
Female-Less than 20 years,5471
"Black or African American, non-Hispanic",227
"Asian or Pacific Islander, non-Hispanic",419
Unknown,2604
Hispanic or Latino,2822
Other Race,6530
"White, non-Hispanic",16646
"American Indian or Alaska Native, non-Hispanic",26237
