Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,10350122,65970,218155,177217,47465,9984,59195,18932,5972152,195906,106716,551802,1686523,121992,260791,335110
Total_people_complete,4025304,23313,83224,68978,19050,3869,23386,7628,2351483,78080,41605,224884,640611,45931,101254,129984
total_pouluation,7189020,31067,97980,85641,22017,4476,27003,9280,2749710,93417,51427,262449,762611,61867,121098,165964
Total_people_one_dose,4854342,31067,97980,85641,22017,4476,27003,9280,2749710,93417,51427,262449,762611,61867,121098,165964
Male-65 years and older,586261,2896,9634,11596,2448,519,5964,2513,293467,21633,7563,38131,94420,4914,26665,17732
Male-55-64 years,340315,2106,6496,5747,1618,383,2262,652,193587,8495,3683,18906,49706,3485,9421,10972
Male-45-54 years,307495,1706,5942,4569,1474,332,1288,336,188213,4430,2822,17313,43152,3657,5197,9494
Male-20-44 years,770268,4094,17748,12205,3705,808,2529,702,454352,7878,6106,39849,116339,9635,10698,29195
Male-Less than 20 years,294545,4387,6695,6306,1377,235,871,395,164736,2001,4765,14135,49436,7919,3166,13752
Female-65 years and older,712217,3472,10830,13583,2952,522,6344,2499,366714,23687,8526,43793,121430,5954,32381,20303
Female-55-64 years,386850,2268,7275,6833,1752,318,2653,764,217564,9818,4208,21366,59406,3886,11871,11789
Female-45-54 years,330974,1679,5990,5126,1447,332,1425,387,203712,4984,2835,17657,48766,4026,6183,10449
Female-20-44 years,805533,3986,20182,12949,3750,776,2686,627,486016,8102,6014,36680,128045,10194,10923,27508
Female-Less than 20 years,299997,4463,6911,6624,1482,249,923,386,167021,2209,4866,13878,50428,8104,3448,14126
"Black or African American, non-Hispanic",148609,61,827,1658,97,53,97,43,108155,655,215,9712,17575,61,606,873
"Asian or Pacific Islander, non-Hispanic",186679,139,1779,1543,88,48,213,93,140459,1440,383,5431,23081,191,1516,1274
"American Indian or Alaska Native, non-Hispanic",211100,24151,23523,377,5663,127,2886,555,54017,784,22728,10481,16066,58,1482,1212
Unknown,437375,1185,12313,10281,4167,302,4575,1920,185150,11678,2476,30407,66124,5004,18442,30220
Other Race,686595,1180,8930,12265,1324,96,4345,1215,438192,14738,6449,32037,94318,3654,17796,19970
Hispanic or Latino,926713,613,7707,25388,3988,2029,1525,1388,474398,7679,2683,43175,191534,44957,8636,75567
"White, non-Hispanic",2257271,3738,42901,34129,6690,1821,13362,4066,1349339,56443,16493,131206,353913,7942,72620,36848
