Category,Graham
Total_doses_administered,47465
Total_people_one_dose,22017
Total_people_complete,19050
total_pouluation,22017
Male-65 years and older,2448
Male-55-64 years,1618
Male-45-54 years,1474
Male-20-44 years,3705
Male-Less than 20 years,1377
Female-65 years and older,2952
Female-55-64 years,1752
Female-45-54 years,1447
Female-20-44 years,3750
Female-Less than 20 years,1482
"Asian or Pacific Islander, non-Hispanic",88
"Black or African American, non-Hispanic",97
Other Race,1324
Hispanic or Latino,3988
Unknown,4167
"American Indian or Alaska Native, non-Hispanic",5663
"White, non-Hispanic",6690
