Category,Yavapai
Total_doses_administered,260791
Total_people_one_dose,121098
Total_people_complete,101254
total_pouluation,121098
Male-65 years and older,26665
Male-55-64 years,9421
Male-45-54 years,5197
Male-20-44 years,10698
Male-Less than 20 years,3166
Female-65 years and older,32381
Female-55-64 years,11871
Female-45-54 years,6183
Female-20-44 years,10923
Female-Less than 20 years,3448
"Black or African American, non-Hispanic",606
"American Indian or Alaska Native, non-Hispanic",1482
"Asian or Pacific Islander, non-Hispanic",1516
Hispanic or Latino,8636
Other Race,17796
Unknown,18442
"White, non-Hispanic",72620
