Category,Maricopa
Total_doses_administered,5972152
Total_people_one_dose,2749710
Total_people_complete,2351483
total_pouluation,2749710
Male-65 years and older,293467
Male-55-64 years,193587
Male-45-54 years,188213
Male-20-44 years,454352
Male-Less than 20 years,164736
Female-65 years and older,366714
Female-55-64 years,217564
Female-45-54 years,203712
Female-20-44 years,486016
Female-Less than 20 years,167021
"American Indian or Alaska Native, non-Hispanic",54017
"Black or African American, non-Hispanic",108155
"Asian or Pacific Islander, non-Hispanic",140459
Unknown,185150
Other Race,438192
Hispanic or Latino,474398
"White, non-Hispanic",1349339
