Category,Coconino
Total_doses_administered,218155
Total_people_one_dose,97980
Total_people_complete,83224
total_pouluation,97980
Male-65 years and older,9634
Male-55-64 years,6496
Male-45-54 years,5942
Male-20-44 years,17748
Male-Less than 20 years,6695
Female-65 years and older,10830
Female-55-64 years,7275
Female-45-54 years,5990
Female-20-44 years,20182
Female-Less than 20 years,6911
"Black or African American, non-Hispanic",827
"Asian or Pacific Islander, non-Hispanic",1779
Hispanic or Latino,7707
Other Race,8930
Unknown,12313
"American Indian or Alaska Native, non-Hispanic",23523
"White, non-Hispanic",42901
