Category,Apache
Total_doses_administered,65970
Total_people_one_dose,31067
Total_people_complete,23313
total_pouluation,31067
Male-65 years and older,2896
Male-55-64 years,2106
Male-45-54 years,1706
Male-20-44 years,4094
Male-Less than 20 years,4387
Female-65 years and older,3472
Female-55-64 years,2268
Female-45-54 years,1679
Female-20-44 years,3986
Female-Less than 20 years,4463
"Black or African American, non-Hispanic",61
"Asian or Pacific Islander, non-Hispanic",139
Hispanic or Latino,613
Other Race,1180
Unknown,1185
"White, non-Hispanic",3738
"American Indian or Alaska Native, non-Hispanic",24151
