Category,Graham
Total_doses_administered,19219
Total_people_one_dose,10490
Total_people_complete,9614
Total_doses_ordered,18570
total_pouluation,38476
Male-65 years and older,1583
Male-55-64 years,915
Male-45-54 years,777
Male-20-44 years,1775
Male-Less than 20 years,160
Female-65 years and older,1982
Female-55-64 years,1044
Female-45-54 years,692
Female-20-44 years,1348
Female-Less than 20 years,204
"Asian or Pacific Islander, non-Hispanic",0.0047664442326025
"Black or African American, non-Hispanic",0.005815061963775
"American Indian or Alaska Native, non-Hispanic",0.0786463298379409
Other Race,0.0790276453765491
Hispanic or Latino,0.1617731172545281
Unknown,0.3342230695900858
"White, non-Hispanic",0.3357483317445186
