Category,Cochise
Total_doses_administered,127135
Total_people_one_dose,70958
Total_people_complete,62587
Total_doses_ordered,94300
total_pouluation,130808
Male-65 years and older,10977
Male-55-64 years,5314
Male-45-54 years,3941
Male-20-44 years,10387
Male-Less than 20 years,2972
Female-65 years and older,13000
Female-55-64 years,6402
Female-45-54 years,4512
Female-20-44 years,10349
Female-Less than 20 years,3012
"American Indian or Alaska Native, non-Hispanic",342
"Asian or Pacific Islander, non-Hispanic",1340
"Black or African American, non-Hispanic",1360
Unknown,9535
Other Race,10752
Hispanic or Latino,17351
"White, non-Hispanic",30278
