Category,Mohave
Total_doses_administered,165855
Total_people_one_dose,94355
Total_people_complete,79111
Total_doses_ordered,136460
total_pouluation,216985
Male-65 years and older,22276
Male-55-64 years,8816
Male-45-54 years,4635
Male-20-44 years,7905
Male-Less than 20 years,1532
Female-65 years and older,24813
Female-55-64 years,10238
Female-45-54 years,4945
Female-20-44 years,7383
Female-Less than 20 years,1647
"Black or African American, non-Hispanic",676
"American Indian or Alaska Native, non-Hispanic",988
"Asian or Pacific Islander, non-Hispanic",1366
Hispanic or Latino,6906
Unknown,16097
Other Race,16377
"White, non-Hispanic",51945
