Category,Coconino
Total_doses_administered,157207
Total_people_one_dose,86254
Total_people_complete,77365
Total_doses_ordered,109804
total_pouluation,147275
Male-65 years and older,8092
Male-55-64 years,6198
Male-45-54 years,5622
Male-20-44 years,17211
Male-Less than 20 years,3435
Female-65 years and older,9185
Female-55-64 years,6903
Female-45-54 years,5744
Female-20-44 years,19679
Female-Less than 20 years,4093
"Black or African American, non-Hispanic",649
"Asian or Pacific Islander, non-Hispanic",1310
Hispanic or Latino,6356
Other Race,9908
Unknown,17172
"American Indian or Alaska Native, non-Hispanic",18059
"White, non-Hispanic",32800
