Category,Santa Cruz
Total_doses_administered,73766
Total_people_one_dose,40954
Total_people_complete,36940
Total_doses_ordered,49512
total_pouluation,53161
Male-65 years and older,3673
Male-55-64 years,2688
Male-45-54 years,3156
Male-20-44 years,8084
Male-Less than 20 years,2811
Female-65 years and older,4450
Female-55-64 years,2722
Female-45-54 years,2981
Female-20-44 years,7493
Female-Less than 20 years,2826
"American Indian or Alaska Native, non-Hispanic",18
"Black or African American, non-Hispanic",36
"Asian or Pacific Islander, non-Hispanic",101
Other Race,2077
Unknown,2391
"White, non-Hispanic",4941
Hispanic or Latino,31390
