Category,Arizona
Total_doses_administered,7666489
Total_people_complete,3688077
Total_doses_ordered,5410140
total_pouluation,7189020
Total_people_one_dose,4167694
Male-65 years and older,536617
Male-55-64 years,308591
Male-45-54 years,273625
Male-20-44 years,659747
Male-Less than 20 years,177181
Female-65 years and older,660299
Female-55-64 years,354452
Female-45-54 years,298227
Female-20-44 years,694091
Female-Less than 20 years,185184
"Black or African American, non-Hispanic",116389
"American Indian or Alaska Native, non-Hispanic",125495
"Asian or Pacific Islander, non-Hispanic",154102
Unknown,446353
Other Race,695999
Hispanic or Latino,720891
"White, non-Hispanic",1908465
