Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7666489,35016,157207,127135,23805,9588,56087,18460,3318670,165855,81223,337409,1004529,73766,199070,230315
Total_people_complete,3688077,13142,77365,62587,11784,4653,27097,9073,1637099,79111,38684,171370,497691,36940,95650,110097
Total_doses_ordered,5410140,18600,109804,94300,21720,12550,38260,19400,1701453,136460,44540,202212,634806,49512,174846,153008
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,4167694,19535,86254,70958,13271,5481,30438,10181,1879017,94355,45602,192281,560315,40954,113566,129217
Male-65 years and older,536617,2010,8092,10977,1718,575,6021,3200,192377,22276,7212,30783,75171,3673,24605,16297
Male-55-64 years,308591,1363,6198,5314,1049,634,2696,711,133878,8816,3726,14384,38079,2688,8811,9169
Male-45-54 years,273625,1083,5622,3941,948,559,1695,349,135596,4635,2682,13671,33478,3156,5211,8193
Male-20-44 years,659747,2661,17211,10387,2297,1208,3404,616,322048,7905,5696,32846,84280,8084,10356,24626
Male-Less than 20 years,177181,2596,3435,2972,499,127,860,195,90964,1532,3233,6590,23270,2811,2249,6272
Female-65 years and older,660299,2130,9185,13000,2173,545,6379,3097,247782,24813,7906,35278,98711,4450,30671,18407
Female-55-64 years,354452,1487,6903,6402,1205,429,3010,869,153914,10238,3984,15275,46858,2722,11238,9608
Female-45-54 years,298227,1082,5744,4512,871,402,1782,374,149307,4945,2664,12218,39056,2981,6084,8424
Female-20-44 years,694091,2463,19679,10349,1922,886,3557,534,348027,7383,5080,24099,95851,7493,10526,21175
Female-Less than 20 years,185184,2650,4093,3012,578,113,972,210,93216,1647,3383,6539,24590,2826,2501,6630
"Black or African American, non-Hispanic",116389,300,649,1360,79,50,100,36,73847,676,235,5641,11275,36,636,788
"American Indian or Alaska Native, non-Hispanic",125495,11269,18059,342,1127,104,6252,251,40977,988,16103,9292,12023,18,1181,1691
"Asian or Pacific Islander, non-Hispanic",154102,174,1310,1340,68,51,261,78,85245,1366,429,3441,14089,101,1493,785
Unknown,446353,1066,17172,9535,4178,518,5563,2715,184687,16097,2397,38422,84811,2391,27824,34184
Other Race,695999,1330,9908,10752,1008,151,5024,1162,286683,16377,8585,20724,71415,2077,17464,11581
Hispanic or Latino,720891,1985,6356,17351,2200,2387,1412,1164,351078,6906,2382,30999,135592,31390,7375,56847
"White, non-Hispanic",1908465,3411,32800,30278,4611,2220,11826,4775,856500,51945,15471,83762,231110,4941,57593,23341
