Category,Coconino
Total_doses_administered,209088
Total_people_one_dose,95807
Total_people_complete,82225
total_pouluation,95807
Male-65 years and older,9505
Male-55-64 years,6400
Male-45-54 years,5874
Male-20-44 years,17382
Male-Less than 20 years,6314
Female-65 years and older,10688
Female-55-64 years,7194
Female-45-54 years,5911
Female-20-44 years,19746
Female-Less than 20 years,6522
"Black or African American, non-Hispanic",794
"Asian or Pacific Islander, non-Hispanic",1671
Hispanic or Latino,7321
Other Race,8749
Unknown,12559
"American Indian or Alaska Native, non-Hispanic",22925
"White, non-Hispanic",41788
