Category,Graham
Total_doses_administered,45105
Total_people_one_dose,21448
Total_people_complete,18718
total_pouluation,21448
Male-65 years and older,2418
Male-55-64 years,1593
Male-45-54 years,1456
Male-20-44 years,3614
Male-Less than 20 years,1239
Female-65 years and older,2931
Female-55-64 years,1735
Female-45-54 years,1427
Female-20-44 years,3663
Female-Less than 20 years,1360
"Asian or Pacific Islander, non-Hispanic",86
"Black or African American, non-Hispanic",94
Other Race,1304
Hispanic or Latino,3868
Unknown,4135
"American Indian or Alaska Native, non-Hispanic",5421
"White, non-Hispanic",6540
