Category,Mohave
Total_doses_administered,189088
Total_people_one_dose,91411
Total_people_complete,76958
total_pouluation,91411
Male-65 years and older,21234
Male-55-64 years,8341
Male-45-54 years,4342
Male-20-44 years,7656
Male-Less than 20 years,1878
Female-65 years and older,23319
Female-55-64 years,9683
Female-45-54 years,4884
Female-20-44 years,7828
Female-Less than 20 years,2066
"Black or African American, non-Hispanic",627
"American Indian or Alaska Native, non-Hispanic",755
"Asian or Pacific Islander, non-Hispanic",1395
Hispanic or Latino,7364
Unknown,11624
Other Race,14525
"White, non-Hispanic",55121
