Category,Santa Cruz
Total_doses_administered,111773
Total_people_one_dose,57380
Total_people_complete,44645
total_pouluation,57380
Male-65 years and older,4786
Male-55-64 years,3323
Male-45-54 years,3472
Male-20-44 years,9196
Male-Less than 20 years,6673
Female-65 years and older,5792
Female-55-64 years,3639
Female-45-54 years,3772
Female-20-44 years,9636
Female-Less than 20 years,7005
"American Indian or Alaska Native, non-Hispanic",57
"Black or African American, non-Hispanic",60
"Asian or Pacific Islander, non-Hispanic",187
Other Race,3556
Unknown,3926
"White, non-Hispanic",7673
Hispanic or Latino,41921
