Category,Cochise
Total_doses_administered,122373
Total_people_one_dose,68818
Total_people_complete,60353
Total_doses_ordered,90250
total_pouluation,130808
Male-65 years and older,10793
Male-55-64 years,5214
Male-45-54 years,3837
Male-20-44 years,9891
Male-Less than 20 years,2765
Female-65 years and older,12771
Female-55-64 years,6297
Female-45-54 years,4397
Female-20-44 years,9925
Female-Less than 20 years,2836
"American Indian or Alaska Native, non-Hispanic",326
"Black or African American, non-Hispanic",1290
"Asian or Pacific Islander, non-Hispanic",1318
Unknown,9238
Other Race,10475
Hispanic or Latino,16750
"White, non-Hispanic",29421
