Category,Apache
Total_doses_administered,33330
Total_people_one_dose,18733
Total_people_complete,12309
Total_doses_ordered,16600
total_pouluation,71808
Male-65 years and older,1959
Male-55-64 years,1304
Male-45-54 years,1030
Male-20-44 years,2499
Male-Less than 20 years,2513
Female-65 years and older,2066
Female-55-64 years,1435
Female-45-54 years,1021
Female-20-44 years,2298
Female-Less than 20 years,2598
"Asian or Pacific Islander, non-Hispanic",168
"Black or African American, non-Hispanic",287
Unknown,1008
Other Race,1262
Hispanic or Latino,1861
"White, non-Hispanic",3263
"American Indian or Alaska Native, non-Hispanic",10884
