Category,Yavapai
Total_doses_administered,192371
Total_people_one_dose,110342
Total_people_complete,92302
Total_doses_ordered,169790
total_pouluation,232386
Male-65 years and older,24133
Male-55-64 years,8615
Male-45-54 years,5038
Male-20-44 years,9839
Male-Less than 20 years,2081
Female-65 years and older,30129
Female-55-64 years,11007
Female-45-54 years,5873
Female-20-44 years,9993
Female-Less than 20 years,2322
"Black or African American, non-Hispanic",595
"American Indian or Alaska Native, non-Hispanic",1112
"Asian or Pacific Islander, non-Hispanic",1445
Hispanic or Latino,6987
Other Race,16947
Unknown,27509
"White, non-Hispanic",55747
