Category,Maricopa
Total_doses_administered,3107044
Total_people_one_dose,1775669
Total_people_complete,1528896
Total_doses_ordered,1616078
total_pouluation,4367835
Male-65 years and older,183201
Male-55-64 years,128977
Male-45-54 years,128732
Male-20-44 years,300209
Male-Less than 20 years,83318
Female-65 years and older,237193
Female-55-64 years,148542
Female-45-54 years,142545
Female-20-44 years,325559
Female-Less than 20 years,85575
"American Indian or Alaska Native, non-Hispanic",37590
"Black or African American, non-Hispanic",68719
"Asian or Pacific Islander, non-Hispanic",82345
Unknown,174183
Other Race,272680
Hispanic or Latino,326291
"White, non-Hispanic",813861
