Category,Coconino
Total_doses_administered,125361
Total_people_one_dose,68715
Total_people_complete,60528
Total_doses_ordered,95362
total_pouluation,147275
Male-65 years and older,6939
Male-55-64 years,5258
Male-45-54 years,4564
Male-20-44 years,13410
Male-Less than 20 years,1370
Female-65 years and older,8017
Female-55-64 years,6091
Female-45-54 years,4911
Female-20-44 years,16001
Female-Less than 20 years,2113
"Black or African American, non-Hispanic",0.0063596012515462
"Asian or Pacific Islander, non-Hispanic",0.0130684712217129
Hispanic or Latino,0.0577166557520192
Other Race,0.1103543622207669
"American Indian or Alaska Native, non-Hispanic",0.1871789274539766
Unknown,0.2460743651313396
"White, non-Hispanic",0.3792476169686386
