Category,La Paz
Total_doses_administered,15538
Total_people_one_dose,8696
Total_people_complete,7319
Total_doses_ordered,19000
total_pouluation,22085
Male-65 years and older,2960
Male-55-64 years,614
Male-45-54 years,268
Male-20-44 years,405
Male-Less than 20 years,49
Female-65 years and older,2869
Female-55-64 years,783
Female-45-54 years,297
Female-20-44 years,383
Female-Less than 20 years,54
"Black or African American, non-Hispanic",0.0022999080036799
"Asian or Pacific Islander, non-Hispanic",0.0050597976080957
"American Indian or Alaska Native, non-Hispanic",0.0101195952161914
Other Race,0.0119595216191352
Hispanic or Latino,0.094296228150874
Unknown,0.3881094756209752
"White, non-Hispanic",0.4881554737810488
