Category,La Paz
Total_doses_administered,18533
Total_people_one_dose,10219
Total_people_complete,9106
Total_doses_ordered,19400
total_pouluation,22085
Male-65 years and older,3205
Male-55-64 years,715
Male-45-54 years,354
Male-20-44 years,618
Male-Less than 20 years,201
Female-65 years and older,3102
Female-55-64 years,874
Female-45-54 years,375
Female-20-44 years,539
Female-Less than 20 years,210
"Black or African American, non-Hispanic",36
"Asian or Pacific Islander, non-Hispanic",78
"American Indian or Alaska Native, non-Hispanic",253
Other Race,1163
Hispanic or Latino,1169
Unknown,2727
"White, non-Hispanic",4793
