Category,Gila
Total_doses_administered,56219
Total_people_one_dose,30499
Total_people_complete,27156
Total_doses_ordered,38260
total_pouluation,55159
Male-65 years and older,6029
Male-55-64 years,2699
Male-45-54 years,1698
Male-20-44 years,3418
Male-Less than 20 years,862
Female-65 years and older,6384
Female-55-64 years,3012
Female-45-54 years,1785
Female-20-44 years,3567
Female-Less than 20 years,982
"Black or African American, non-Hispanic",101
"Asian or Pacific Islander, non-Hispanic",262
Hispanic or Latino,1422
Other Race,5034
Unknown,5570
"American Indian or Alaska Native, non-Hispanic",6267
"White, non-Hispanic",11843
