Category,Maricopa
Total_doses_administered,3336095
Total_people_one_dose,1889123
Total_people_complete,1645520
Total_doses_ordered,1701453
total_pouluation,4367835
Male-65 years and older,195157
Male-55-64 years,134239
Male-45-54 years,135953
Male-20-44 years,323112
Male-Less than 20 years,91256
Female-65 years and older,250708
Female-55-64 years,154343
Female-45-54 years,149701
Female-20-44 years,349187
Female-Less than 20 years,93543
"American Indian or Alaska Native, non-Hispanic",41135
"Black or African American, non-Hispanic",74179
"Asian or Pacific Islander, non-Hispanic",85511
Unknown,185407
Other Race,288525
Hispanic or Latino,352327
"White, non-Hispanic",862039
