Category,Yavapai
Total_doses_administered,199347
Total_people_one_dose,113711
Total_people_complete,95818
Total_doses_ordered,174846
total_pouluation,232386
Male-65 years and older,24646
Male-55-64 years,8820
Male-45-54 years,5220
Male-20-44 years,10368
Male-Less than 20 years,2249
Female-65 years and older,30718
Female-55-64 years,11236
Female-45-54 years,6093
Female-20-44 years,10543
Female-Less than 20 years,2504
"Black or African American, non-Hispanic",637
"American Indian or Alaska Native, non-Hispanic",1184
"Asian or Pacific Islander, non-Hispanic",1493
Hispanic or Latino,7385
Other Race,17493
Unknown,27837
"White, non-Hispanic",57682
