Category,Mohave
Total_doses_administered,166225
Total_people_one_dose,94536
Total_people_complete,79247
Total_doses_ordered,136460
total_pouluation,216985
Male-65 years and older,22317
Male-55-64 years,8826
Male-45-54 years,4643
Male-20-44 years,7930
Male-Less than 20 years,1536
Female-65 years and older,24856
Female-55-64 years,10246
Female-45-54 years,4958
Female-20-44 years,7404
Female-Less than 20 years,1655
"Black or African American, non-Hispanic",681
"American Indian or Alaska Native, non-Hispanic",988
"Asian or Pacific Islander, non-Hispanic",1368
Hispanic or Latino,6927
Unknown,16132
Other Race,16390
"White, non-Hispanic",52050
