Category,Santa Cruz
Total_doses_administered,73936
Total_people_one_dose,41029
Total_people_complete,37046
Total_doses_ordered,49512
total_pouluation,53161
Male-65 years and older,3678
Male-55-64 years,2688
Male-45-54 years,3160
Male-20-44 years,8104
Male-Less than 20 years,2821
Female-65 years and older,4458
Female-55-64 years,2721
Female-45-54 years,2983
Female-20-44 years,7503
Female-Less than 20 years,2843
"American Indian or Alaska Native, non-Hispanic",19
"Black or African American, non-Hispanic",37
"Asian or Pacific Islander, non-Hispanic",101
Other Race,2081
Unknown,2392
"White, non-Hispanic",4951
Hispanic or Latino,31448
