Category,Navajo
Total_doses_administered,81580
Total_people_one_dose,45853
Total_people_complete,38838
Total_doses_ordered,44540
total_pouluation,112825
Male-65 years and older,7246
Male-55-64 years,3737
Male-45-54 years,2699
Male-20-44 years,5752
Male-Less than 20 years,3239
Female-65 years and older,7955
Female-55-64 years,4012
Female-45-54 years,2677
Female-20-44 years,5108
Female-Less than 20 years,3392
"Black or African American, non-Hispanic",237
"Asian or Pacific Islander, non-Hispanic",429
Hispanic or Latino,2398
Unknown,2469
Other Race,8618
"White, non-Hispanic",15542
"American Indian or Alaska Native, non-Hispanic",16160
