Category,Graham
Total_doses_administered,47680
Total_people_one_dose,22062
Total_people_complete,19081
total_pouluation,22062
Male-65 years and older,2451
Male-55-64 years,1621
Male-45-54 years,1475
Male-20-44 years,3712
Male-Less than 20 years,1386
Female-65 years and older,2954
Female-55-64 years,1752
Female-45-54 years,1450
Female-20-44 years,3756
Female-Less than 20 years,1493
"Asian or Pacific Islander, non-Hispanic",89
"Black or African American, non-Hispanic",97
Other Race,1328
Hispanic or Latino,4006
Unknown,4162
"American Indian or Alaska Native, non-Hispanic",5677
"White, non-Hispanic",6703
