Category,Maricopa
Total_doses_administered,5988166
Total_people_one_dose,2754056
Total_people_complete,2353622
total_pouluation,2754056
Male-65 years and older,293724
Male-55-64 years,193782
Male-45-54 years,188417
Male-20-44 years,455041
Male-Less than 20 years,165546
Female-65 years and older,367035
Female-55-64 years,217763
Female-45-54 years,203936
Female-20-44 years,486759
Female-Less than 20 years,167735
"American Indian or Alaska Native, non-Hispanic",54112
"Black or African American, non-Hispanic",108394
"Asian or Pacific Islander, non-Hispanic",140711
Unknown,185552
Other Race,438623
Hispanic or Latino,475743
"White, non-Hispanic",1350921
