Category,Santa Cruz
Total_doses_administered,123431
Total_people_one_dose,62497
Total_people_complete,46142
total_pouluation,62497
Male-65 years and older,4939
Male-55-64 years,3503
Male-45-54 years,3692
Male-20-44 years,9714
Male-Less than 20 years,8074
Female-65 years and older,5986
Female-55-64 years,3915
Female-45-54 years,4061
Female-20-44 years,10291
Female-Less than 20 years,8228
"American Indian or Alaska Native, non-Hispanic",58
"Black or African American, non-Hispanic",61
"Asian or Pacific Islander, non-Hispanic",192
Other Race,3675
Unknown,5144
"White, non-Hispanic",7983
Hispanic or Latino,45384
