Category,Gila
Total_doses_administered,59626
Total_people_one_dose,27112
Total_people_complete,23465
total_pouluation,27112
Male-65 years and older,5982
Male-55-64 years,2267
Male-45-54 years,1290
Male-20-44 years,2537
Male-Less than 20 years,884
Female-65 years and older,6368
Female-55-64 years,2663
Female-45-54 years,1430
Female-20-44 years,2706
Female-Less than 20 years,928
"Black or African American, non-Hispanic",97
"Asian or Pacific Islander, non-Hispanic",216
Hispanic or Latino,1537
"American Indian or Alaska Native, non-Hispanic",2914
Other Race,4363
Unknown,4581
"White, non-Hispanic",13404
